"","x","y","z"
"1",0,0,4.44089209850063e-16
"2",0,0,3.99680288865056e-15
"3",0,0,4.44089209850063e-16
"4",0,0,3.99680288865056e-15
"5",0,0,3.99680288865056e-15
"6",0,0,4.44089209850063e-16
"7",0,0,3.99680288865056e-15
"8",0,0,7.54951656745106e-15
"9",0,0,3.99680288865056e-15
"10",0,0,3.99680288865056e-15
"11",0,0,4.44089209850063e-16
"12",0,0,4.44089209850063e-16
"13",0,0,4.44089209850063e-16
"14",0,0,4.44089209850063e-16
"15",0,0,4.44089209850063e-16
"16",0,0,4.44089209850063e-16
"17",0,0,4.44089209850063e-16
"18",0,0,4.44089209850063e-16
"19",0,0,4.44089209850063e-16
"20",0,0,4.44089209850063e-16
"21",-1.71419903815209e-11,2.10254882720888e-11,7.67319541239431e-11
"22",0,0,2.77975420459597e-10
"23",0,0,1.51623158473058e-10
"24",0,0,1.05388142657148e-10
"25",5.47452121302048e-11,1.42491558786724e-11,1.60000457327669e-10
"26",0,0,1.28434596291527e-10
"27",0,0,2.16222595383897e-11
"28",0,0,7.62629959183414e-11
"29",0,0,1.59989799186633e-10
"30",0,0,1.04592334793097e-10
"31",0,0,3.99680288865056e-15
"32",0,0,3.99680288865056e-15
"33",0,0,4.44089209850063e-16
"34",0,0,4.44089209850063e-16
"35",0,0,4.44089209850063e-16
"36",0,0,4.44089209850063e-16
"37",0,0,4.44089209850063e-16
"38",0,0,3.99680288865056e-15
"39",0,0,3.99680288865056e-15
"40",0,0,4.44089209850063e-16
"41",6.42238072908235e-05,-2.10002412062355e-05,0.000191238453688403
"42",-1.09225511550903e-05,-6.09457492828369e-06,3.53733685938273e-05
"43",1.66901703146701e-06,-0.000264161566012923,0.000749034887711719
"44",2.58982181549072e-05,-2.99662351608276e-05,0.000112070709566314
"45",-3.30656766891479e-05,-5.96046447753906e-07,9.35884821484656e-05
"46",6.59386620062013e-07,5.55141563565792e-06,1.58129810334806e-05
"47",6.83218240737915e-05,-8.54432582855225e-05,0.000309750897326655
"48",8.07447207515668e-06,-2.19904207072042e-05,6.62732397391785e-05
"49",-4.96208667755127e-06,6.12437725067139e-06,2.22885697316322e-05
"50",-9.55885557244675e-05,0.000128332581620982,0.000453286969716249
