"","x","y","z"
"1",0,0,4.44089209850063e-16
"2",0,0,4.44089209850063e-16
"3",0,0,4.44089209850063e-16
"4",0,0,4.44089209850063e-16
"5",0,0,4.44089209850063e-16
"6",0,0,4.44089209850063e-16
"7",0,0,4.44089209850063e-16
"8",0,0,4.44089209850063e-16
"9",0,0,4.44089209850063e-16
"10",0,0,4.44089209850063e-16
"11",0,0,4.44089209850063e-16
"12",0,0,4.44089209850063e-16
"13",0,0,4.44089209850063e-16
"14",0,0,4.44089209850063e-16
"15",0,0,4.44089209850063e-16
"16",0,0,4.44089209850063e-16
"17",0,0,4.44089209850063e-16
"18",0,0,4.44089209850063e-16
"19",0,0,4.44089209850063e-16
"20",0,0,4.44089209850063e-16
"21",0,0,4.44089209850063e-16
"22",0,0,4.44089209850063e-16
"23",0,0,4.44089209850063e-16
"24",0,0,4.44089209850063e-16
"25",0,0,4.44089209850063e-16
"26",0,0,4.44089209850063e-16
"27",0,0,4.44089209850063e-16
"28",0,0,4.44089209850063e-16
"29",0,0,4.44089209850063e-16
"30",0,0,4.44089209850063e-16
"31",0,0,4.44089209850063e-16
"32",0,0,4.44089209850063e-16
"33",0,0,4.44089209850063e-16
"34",0,0,4.44089209850063e-16
"35",0,0,4.44089209850063e-16
"36",0,0,4.44089209850063e-16
"37",0,0,4.44089209850063e-16
"38",0,0,4.44089209850063e-16
"39",0,0,4.44089209850063e-16
"40",0,0,4.44089209850063e-16
"41",0,0,4.44089209850063e-16
"42",0,0,4.44089209850063e-16
"43",0,0,4.44089209850063e-16
"44",0,0,4.44089209850063e-16
"45",0,0,4.44089209850063e-16
"46",0,0,4.44089209850063e-16
"47",0,0,4.44089209850063e-16
"48",0,0,4.44089209850063e-16
"49",0,0,4.44089209850063e-16
"50",0,0,4.44089209850063e-16
