"","x","y","z"
"1",1.02231654524803,-1.02231654524803,3.72485540712716
"2",0.153351530432701,-0.153351530432701,1.55301347843257
"3",0.0200788974761963,-0.0200788974761963,0.101672621969489
"4",0.251533284783363,-0.251533284783363,2.70911403914696
"5",-0.0892315059900284,-0.0892315059900284,0.739624129472781
"6",0.0847695618867874,-0.0847695618867874,0.687845508566423
"7",-0.00442729890346527,-0.00442729890346527,0.0187528064523517
"8",-0.0679628849029541,0.0679628849029541,0.50346820614487
"9",-0.240290731191635,-0.240290731191635,2.59385023894965
"10",-0.917718216776848,-0.917718216776848,3.68670631970951
