"","x","y","z"
"1",-0.00433315336704254,0.00406013429164886,0.0177341638058235
"2",-4.63426113128662e-06,-0.000248551368713379,0.000704779696395708
"3",-0.000315278768539429,-0.00586922466754913,0.0175442879591512
"4",-0.000904768705368042,0,0.0025808615949221
"5",-7.45058059692383e-08,1.78813934326172e-06,5.06214554762963e-06
"6",-2.90870666503906e-05,4.82648611068726e-05,0.000159465389075297
"7",-0.000154703855514526,5.96046447753906e-08,0.000438194078683285
"8",-0.0316917896270752,0.00344835221767426,0.117004354800369
"9",-5.0663948059082e-07,-2.38418579101562e-07,1.56842137544189e-06
"10",-2.98023223876953e-08,-0.00731414556503296,0.0221114343822646
"11",-1.72853469848633e-06,0,4.87231863788296e-06
"12",-5.72353601455688e-05,-1.66893005371094e-06,0.000162025322517412
"13",-5.35845756530762e-05,-3.42726707458496e-07,0.000151651801726604
"14",0,0,3.12327941287549e-12
"15",-1.04308128356934e-07,-1.19209289550781e-07,4.33225974649787e-07
"16",0,-1.49011611938477e-08,5.15938620715417e-08
"17",0,0.000246316194534302,0.000698288639871425
"18",0,0,7.71693819956454e-12
"19",0,0,3.31294991440245e-11
"20",-1.32322311401367e-05,0,3.74361044639393e-05
"21",6.76661729812622e-05,0.000410526990890503,0.0011814386846436
"22",0,1.78813934326172e-07,5.2496949409786e-07
"23",0.000123709440231323,0,0.000350294555897523
"24",5.31971454620361e-06,-7.45058059692383e-08,1.50473329516565e-05
"25",0,-8.94069671630859e-08,2.63087951868357e-07
"26",-1.41412019729614e-05,2.56896018981934e-05,8.29908594153217e-05
"27",0,-0.000519692897796631,0.0014770845935641
"28",0.000168845057487488,2.32458114624023e-06,0.000478360581454229
"29",1.49011611938477e-08,-1.49011611938477e-07,4.12175606090415e-07
"30",-3.11434268951416e-06,1.49011611938477e-07,8.82809357394265e-06
"31",1.49011611938477e-08,-2.20537185668945e-05,6.2391409699547e-05
"32",-1.17719173431396e-06,-1.62422657012939e-06,5.65453953216277e-06
"33",5.26010990142822e-06,0,1.48837607665264e-05
"34",0,0,2.29474217405823e-11
"35",0,0,4.44089209850063e-16
"36",0,0,4.44089209850063e-16
"37",0,0,2.82018852715282e-11
"38",0,0,1.64182343276309e-08
"39",0,0,4.44089209850063e-16
"40",-1.49011611938477e-08,-1.34110450744629e-07,3.83686864058319e-07
"41",0,0,4.44089209850063e-16
"42",0,0,4.44089209850063e-16
"43",0,0,4.44089209850063e-16
"44",0,0,4.44089209850063e-16
"45",0,0,4.44089209850063e-16
"46",0,0,4.44089209850063e-16
"47",0,0,4.44089209850063e-16
"48",0,0,4.44089209850063e-16
"49",0,0,4.44089209850063e-16
"50",0,0,4.44089209850063e-16
