"","x","y","z"
"1",0.00596620142459869,0.00596620142459869,0.025759620222765
"2",-0.00126150250434875,-0.00126150250434875,0.00513074888693099
"3",-0.00560495257377625,-0.00560495257377625,0.0240922177160177
"4",-0.0028264969587326,-0.0028264969587326,0.0117314039236267
"5",0.000705122947692871,0.000705122947692871,0.00284697078628016
"6",0.00776129961013794,0.00776129961013794,0.0342506857885536
"7",-0.00108562409877777,-0.00108562409877777,0.00440528191640199
"8",0.015692800283432,0.015692800283432,0.0758437730093893
"9",0.00351002812385559,0.00351002812385559,0.0146961493431133
"10",0.00540080480277538,0.0187324825674295,0.065232443474891
