"","x","y","z"
"1",-0.118482521942608,-0.222725919253541,6.85672361230109
"2",0.70750201713475,0.515614106279837,0.108220378592863
"3",-0.313327323538829,0.0165610186984566,2.39089672102902
"4",-1.27018593637502,1.58633304661675,5.2268563781794
"5",0.646094633904009,0.461064091544837,0.315570186699639
"6",0.634279832466061,0.432182495930406,0.22298243019578
"7",1.12521043165158,0.999332963419598,7.13206362973871
"8",0.356511824866445,0.120349562994597,0.418634791333025
"9",0.367553321341797,0.195221710018814,0.761505587528933
"10",0.0814335935319458,-0.0343108944044451,1.01139163712904
"11",0.992595374584198,0.983981177210808,0.000214698774614927
"12",1.02632128261457,1.05261695550935,0.000744422596142611
"13",1.00248057920587,1.00560228604496,4.64725169869409e-05
"14",0.982940081203194,0.963648105174913,0.000927643211809491
"15",1.02322098246822,1.0505991606732,0.00184819319215798
"16",1.01140066507642,1.0208990590816,0.000542977640320724
"17",0.980084672570229,0.958586528897285,0.000788437692629145
"18",1.009418849937,1.01712636464464,0.000412732721241744
"19",0.964348519144766,0.93081550564617,0.00134284341871431
"20",1.01768860317101,1.03472458872591,0.000406106537135992
"21",1.00313794631443,1.00584201903241,2.95354778473136e-05
"22",0.997996013620202,0.995465748243316,3.21372357114294e-05
"23",0.998810532388727,0.997391118144291,6.76764600996122e-06
"24",1.00612057306092,1.01231035019105,3.75621742062822e-05
"25",0.991243812245029,0.982268462503937,8.54225291547141e-05
"26",1.01016236820771,1.02090056201348,0.000125604254617217
"27",1.01030553877354,1.02072525024414,0.000106210381089924
"28",1.00387633675079,1.00753061275305,2.06469986026455e-05
"29",0.960639901577293,0.923346876777512,0.0015760348600091
"30",0.962096792016482,0.925647970310024,0.00143668462173108
"31",0.999456846272935,0.998819562752928,1.18662042507448e-06
"32",0.99487826624659,0.989824860717943,2.64093645359452e-05
"33",1.00109353938751,1.00219749132342,1.20432318481128e-06
"34",1.00107016608262,1.00197475901464,3.92475813572402e-06
"35",1.00015644548094,1.00031218059472,2.45291878335235e-08
"36",0.997118204832077,0.994225591421127,8.34130849079698e-06
"37",0.999673007719126,0.999341957974719,1.08658164063408e-07
"38",0.993883081848812,0.987832133061887,3.74982132024145e-05
"39",1.00006561897967,0.999814546893037,1.00339017253939e-05
"40",0.999221790087405,0.998571727192433,2.23229171684194e-06
"41",0.997134745944594,0.994261967092922,8.2344381788793e-06
"42",0.997768852633475,0.995530730349006,4.99230584028406e-06
"43",0.996296453441945,0.992574453727703,1.38197442228476e-05
"44",1.00021311213787,1.00042644500343,4.54198566986501e-08
"45",0.997658809300201,0.995312046982358,5.49339031378585e-06
"46",1.00008850392428,1.00017773165088,7.88420582732769e-09
"47",1.00044461475213,1.00085777794751,2.97849710918048e-07
"48",1.0002820089566,1.00057799621283,9.88466339824453e-08
"49",0.998695550676905,0.997384729163797,1.708106625722e-06
"50",0.998888633043997,0.997700785781114,1.83910552504555e-06
