"","x","y","z"
"1",1.08485671877861,1.16089800000191,0.03285218433621
"2",0.780636698007584,0.603527083992958,0.0515619105894113
"3",1.36535160243511,1.81608723104,0.36482136842694
"4",1.26299539208412,1.58819577097893,0.074012937474568
"5",0.761284440755844,0.590134516358376,0.0681798169558035
"6",1.50393022596836,2.25993284583092,0.254296592309255
"7",0.538199827075005,0.274798184633255,0.235343931896098
"8",0.756845086812973,0.578346818685532,0.0621849726722214
"9",0.737960502505302,0.569342240691185,0.129953351968377
"10",0.942604020237923,0.891811802983284,0.00438955881145818
"11",2.07733096182346,4.31499415636063,1.16065158325224
"12",0.57133711874485,0.326545178890228,0.183753287874322
"13",0.807389497756958,0.676611304283142,0.0982734186374417
"14",1.06420893967152,1.16170625388622,0.0891858140320869
"15",1.69321240484715,2.86296859383583,0.482143161430759
"16",1.73466947674751,2.99678920209408,0.554841198963695
"17",1.27411785721779,1.60271352529526,0.117835678445917
"18",0.975532472133636,0.906652212142944,0.203201226903661
"19",0.700587019324303,0.493034809827805,0.0901377004857473
"20",0.270086318254471,0.0713926255702972,0.533015474524652
"21",1.64797772467136,2.72985762357712,0.439550924847215
"22",0.744719266891479,0.583073362708092,0.146202903616042
"23",0.986591398715973,0.986515209078789,0.0174789128953787
"24",2.66802129149437,7.1050446331501,2.79996530576302
"25",1.18901214003563,1.41606976091862,0.0362637845885544
"26",0.574529409408569,0.344739869236946,0.20250451775478
"27",0.640997931361198,0.403033003211021,0.135037432836351
"28",1.85313242673874,3.43110832571983,0.72872985158596
"29",2.22095435857773,4.92547407746315,1.49586210920804
"30",1.432751506567,2.08836703002453,0.313939896287932
"31",1.30662766098976,1.71170827746391,0.0959851789285384
"32",1.10550852119923,1.21401911973953,0.0177416955043051
"33",1.34269997477531,1.81648133695126,0.136043074264604
"34",0.821017980575562,0.68380668759346,0.0415138729073499
"35",1.46549892425537,2.14913102984428,0.216897743261222
"36",1.32596679031849,1.76494099199772,0.110814740627772
"37",0.993540570139885,0.983282372355461,0.00151666579147743
"38",0.410212472081184,0.159986525774002,0.35471800792626
"39",0.692865669727325,0.480938658118248,0.094408198122514
"40",1.27179434895515,1.61422935128212,0.0749164509127752
"41",1.94286029040813,3.76809690892696,0.893353656829478
"42",2.68684364855289,7.21474806964397,2.84736053537491
"43",0.638015329837799,0.411143317818642,0.13269733671081
"44",0.30226343870163,0.115042150020599,0.542905695571418
"45",0.905292361974716,0.8067826628685,0.0252809034290461
"46",0.708666369318962,0.500231817364693,0.0852658227657975
"47",0.617546439170837,0.351403087377548,0.236033996171769
"48",0.614744395017624,0.378803864121437,0.148501662962524
"49",1.4217908680439,2.01066502928734,0.189624005067278
"50",1.32137584686279,1.72865961492062,0.133469890676387
