"","x","y","z"
"1",2.41767034574606e-09,-8.15573610005696e-06,2.30696774363714e-05
"2",1.0265957369295e-09,-1.16537435941726e-05,3.29653810067221e-05
"3",2.61515378952026e-05,9.62764024734497e-05,0.000282446598952379
"4",3.27789636134229e-07,-4.87998172088228e-08,9.37350109087021e-07
"5",4.49568033218384e-05,0,0.000127230429655345
"6",-1.34110450744629e-07,0,3.83934150693932e-07
"7",-1.54376029968262e-05,0,4.36630245492786e-05
"8",-4.06205654144287e-05,0,0.000114956327696536
"9",0,0,4.02284872080827e-10
"10",0,0,2.57781040957639e-09
"11",-2.83122062683105e-07,-6.55651092529297e-07,2.02309186336791e-06
"12",1.57706985768866e-06,-1.14845911274447e-06,5.51815004046219e-06
"13",-2.00820238023549e-06,1.11922649719041e-06,6.50278313374386e-06
"14",-2.29999893725029e-06,1.93849984810184e-06,8.50801467722206e-06
"15",3.21865081787109e-05,4.82797622680664e-06,9.20860808624191e-05
"16",-1.99675559997559e-06,1.29640102386475e-06,6.73986486221523e-06
"17",4.88653123240024e-07,-4.61594238338536e-06,1.31293835647917e-05
"18",-1.32719378901987e-08,1.44316868478756e-06,4.08212552516218e-06
"19",1.21742486953735e-05,-1.49011611938477e-08,3.44522282458293e-05
"20",-9.54643961912503e-07,1.29226138268118e-06,4.54432627750023e-06
"21",3.51923982705713e-05,-5.81201257914496e-05,0.000192298971211091
"22",-2.75671482086182e-05,-1.32620334625244e-05,8.65415240522971e-05
"23",-9.03729961870548e-06,-4.88785604709599e-05,0.000140658437427721
"24",-1.54088085806117e-05,-1.87431570461044e-05,6.86443776953816e-05
"25",3.06367874145508e-05,-6.83963298797607e-06,8.88013868984849e-05
"26",-3.34082221653911e-07,4.31189923224043e-05,0.000122012099723623
"27",4.09036874771118e-05,1.34855508804321e-05,0.000121854866013127
"28",3.99351081438361e-06,6.81229812945315e-06,2.23364824631922e-05
"29",3.39150428771973e-05,6.41494989395142e-05,0.000205367424797931
"30",-2.50637531280518e-05,-4.06801700592041e-06,7.18316130172703e-05
"31",-0.000258862972259521,-0.000292688608169556,0.00110925721712407
"32",5.20127778140772e-05,0.000170845298111072,0.000505970601683448
"33",-3.31829401168363e-05,-4.02609345666849e-07,9.38917609052403e-05
"34",0.000328850106076886,-0.000553545452752937,0.00183214835698609
"35",6.10765133101446e-06,0.000321988988870322,0.000913647954182029
"36",0.00011754035949707,8.23885202407837e-05,0.000406545606172148
"37",-0.000282790553438391,-0.00092258783343543,0.00275410039125079
"38",-7.5802206993103e-05,7.70390033721924e-05,0.000305995462135389
"39",0.000314865689291833,0.0002692019885567,0.00117626969814255
"40",-0.000190487959497303,1.64017086549868e-05,0.000541748233466866
"41",0.000560159276602806,0.000977787955205135,0.00322109804232129
"42",-0.000690423710921671,-5.23538540672085e-05,0.00197118569622434
"43",0.000236228108406067,0.00148659944534302,0.00431784156449
"44",0.000115177054991607,0.00036084954395925,0.00107518661901596
"45",-0.000883281230926514,0.000886380672454834,0.00358104212648458
"46",0.000105187296867371,-0.000203430652618408,0.000649156260486894
"47",0.000139185091880856,-0.000197262656400858,0.000684399282466774
"48",0.000339638558102536,-8.33350773912257e-06,0.000964005581736149
"49",2.74539474775484e-05,-9.50662297602703e-05,0.000280136517141205
"50",-0.0002705252564161,0.000568906672928368,0.00179233865440809
"51",-6.73979520797729e-05,-0.00031532347202301,0.00091475975253319
"52",-0.000129550695419312,-9.19550657272339e-05,0.000450016815833454
"53",6.07872086221126e-05,0.000488704934091667,0.00139937618240227
"54",-6.52882551126912e-06,-0.000259108318423795,0.000734890495600826
"55",-0.00077994167804718,0.00120779871940613,0.00412157295238957
"56",-0.000101068657116315,-0.000305142569186175,0.000911935061762126
"57",0.000478107779763613,8.49898022726716e-05,0.00137977205179185
"58",0.000287376184516291,8.21520957749962e-06,0.000815355553819064
"59",-0.000300537982982545,0.000190873161257197,0.00101037337816523
"60",0.00024182383133131,-0.000103511623659141,0.000745850150150051
"61",-4.06801700592041e-05,1.60187482833862e-05,0.000123692928081898
"62",-2.35587358474731e-05,-2.34842300415039e-05,9.40894373049339e-05
"63",6.98268413543701e-05,8.90493392944336e-05,0.000320399236838131
